price,predicted_price,difference,link,source
1060000.0,711997.4003200795,348002.5996799205,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22676722,Property Guru
1250000.0,905122.4423035459,344877.5576964541,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-AQ9FUgGqzeULvGGvGm3ENW?enquiry_position=3533&enquiry_source=Search,Co 99
1250000.0,905122.4423035459,344877.5576964541,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-AcQskiY37JSqvMuDJCpzrA?enquiry_position=3661&enquiry_source=Search,Co 99
1250000.0,905122.4423035459,344877.5576964541,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-ywZY7uSzxY9GcQAc2daBmJ?enquiry_position=1180&enquiry_source=Search,Co 99
1250000.0,905122.4423035459,344877.5576964541,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-jbcAFzXysXh8bYz3C3Y9N3?enquiry_position=7535&enquiry_source=Search,Co 99
1200000.0,860526.240359054,339473.75964094605,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22373270,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-KHytedgUNY527Hz5JtoCdZ?enquiry_position=1720&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-oG98NJHGCTA9R925VnNiNe?enquiry_position=2755&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22998003,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-5Fqzs93JrWm6NDaLBo7KdF?enquiry_position=2762&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997996,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997923,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-fbqJV869peJW5A4NtgGoKU?enquiry_position=7527&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-ihznZjoGZNhM3t6TCanHXA?enquiry_position=2761&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22999337,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22998019,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-zNEMCvw8SvKdntpjTs6X6T?enquiry_position=2756&enquiry_source=Search,Co 99
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997976,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997922,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997929,Property Guru
888888.0,550733.5741399466,338154.4258600534,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22997926,Property Guru
