address,link,price,bedrooms,bathrooms,floor_area,year_built,date_scraped
81B Lorong 4 Toa Payoh,https://www.99.co/singapore/sale/property/81b-lorong-4-toa-payoh-hdb-qscNKensbGHz3BnjyDYXtQ?enquiry_position=7598&enquiry_source=Search,"$870,000",3,2,121.98,1997,2020-07-18 17:01:43.228176
414 Bedok North Avenue 2,https://www.99.co/singapore/sale/property/414-bedok-north-avenue-2-hdb-scNEiir9wEy72aT7jU8MnZ?enquiry_position=7599&enquiry_source=Search,"$599,999",3,2,118.91,1978,2020-07-18 17:01:43.228176
489B Choa Chu Kang Avenue 5,https://www.99.co/singapore/sale/property/489b-choa-chu-kang-avenue-5-hdb-NrCxfBfXH2UmWiX2bKkxnT?enquiry_position=7600&enquiry_source=Search,"$515,000",4,2,112.97,,2020-07-18 17:01:43.228176
205 Toa Payoh North,https://www.99.co/singapore/sale/property/205-toa-payoh-north-hdb-dxbwNRAqs2tgRjVNdwtXLc?enquiry_position=7601&enquiry_source=Search,"$260,000",2,1,64.93,1973,2020-07-18 17:01:43.228176
662A Edgedale Plains,https://www.99.co/singapore/sale/property/662a-edgedale-plains-hdb-xNcuGup8CfdBKyQ2NviMZA?enquiry_position=7602&enquiry_source=Search,"$370,000",2,2,66.98,,2020-07-18 17:01:43.228176
274D Punggol Place,https://www.99.co/singapore/sale/property/274d-punggol-place-hdb-tLmCLPpMKSJDzJzKpocU7S?enquiry_position=7603&enquiry_source=Search,"$580,000",3,2,91.97,2013,2020-07-18 17:01:43.228176
18 Joo Seng Road,https://www.99.co/singapore/sale/property/18-joo-seng-road-hdb-7YXxcvqRGHeyjqAgKUoBth?enquiry_position=7604&enquiry_source=Search,"$389,000",3,2,102.93,1984,2020-07-18 17:01:43.228176
75 Marine Drive,https://www.99.co/singapore/sale/property/75-marine-drive-hdb-nAFAeuvn99LdxFwQYCeUQC?enquiry_position=7605&enquiry_source=Search,"$510,000",3,1,82.03,1976,2020-07-18 17:01:43.228176
52 Telok Blangah Drive,https://www.99.co/singapore/sale/property/52-telok-blangah-drive-hdb-vCHvcmS3rTmuLyjhjhX3jH?enquiry_position=7606&enquiry_source=Search,"$555,000",3,2,117.98,1978,2020-07-18 17:01:43.228176
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-M3xUhWFZSmmUnfZ38FrULN?enquiry_position=7607&enquiry_source=Search,"$888,000",2,2,86.95,,2020-07-18 17:01:43.228176
31 Holland Close,https://www.99.co/singapore/sale/property/31-holland-close-hdb-u5mDN25Ts4aVAQy9jDXo3Q?enquiry_position=7608&enquiry_source=Search,"$360,000",2,1,58.99,1974,2020-07-18 17:01:43.228176
208A Clementi Avenue 6,https://www.99.co/singapore/sale/property/208a-clementi-avenue-6-hdb-Ga4mHhTqbtNrfu4vmt7yrj?enquiry_position=7609&enquiry_source=Search,"$638,000",2,2,67.91,,2020-07-18 17:01:43.228176
209A Compassvale Lane,https://www.99.co/singapore/sale/property/209a-compassvale-lane-hdb-tbvhNvb9nASFPKNrghK2nK?enquiry_position=7610&enquiry_source=Search,"$380,000",2,2,66.98,2011,2020-07-18 17:01:43.228176
311A Clementi Avenue 4,https://www.99.co/singapore/sale/property/311a-clementi-avenue-4-hdb-hDXtLZ5NTU9YW9hxbvriVU?enquiry_position=7611&enquiry_source=Search,"$780,000",3,2,79.98,2015,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-LdsB8iNQcjsjSjSfn5kLbZ?enquiry_position=7612&enquiry_source=Search,"$575,000",3,2,91.97,,2020-07-18 17:01:43.228176
272B Punggol Walk,https://www.99.co/singapore/sale/property/272b-punggol-walk-hdb-tsYgmoHRqTKYP8baYpWqjW?enquiry_position=7613&enquiry_source=Search,"$560,000",3,2,92.99,2014,2020-07-18 17:01:43.228176
334 Hougang Avenue 5,https://www.99.co/singapore/sale/property/334-hougang-avenue-5-hdb-LfrkzMzKAsp7yKX7Jqdw7W?enquiry_position=7614&enquiry_source=Search,"$380,000",3,1,103.95,1983,2020-07-18 17:01:43.228176
9 Eunos Crescent,https://www.99.co/singapore/sale/property/9-eunos-crescent-hdb-Bt9DTYgZQSVZ5xBu5vkjFJ?enquiry_position=7615&enquiry_source=Search,"$418,000",3,2,91.04,1978,2020-07-18 17:01:43.228176
311C Clementi Avenue 4,https://www.99.co/singapore/sale/property/311c-clementi-avenue-4-hdb-UB7TmE8u3xAgVCWUj5ysFb?enquiry_position=7616&enquiry_source=Search,"$999,000",3,2,104.98,2015,2020-07-18 17:01:43.228176
528C Pasir Ris Street 51,https://www.99.co/singapore/sale/property/528c-pasir-ris-street-51-hdb-TegMmbNHsS7DH4fgkC39KN?enquiry_position=7617&enquiry_source=Search,"$550,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
131B Kim Tian Road,https://www.99.co/singapore/sale/property/131b-kim-tian-road-hdb-YWQ6VsabesSzzotuLaXRRV?enquiry_position=7618&enquiry_source=Search,"$680,000",5,5,91.04,2002,2020-07-18 17:01:43.228176
32 Holland Close,https://www.99.co/singapore/sale/property/32-holland-close-hdb-B8NUQogZfrs4BScfJ5MApN?enquiry_position=7619&enquiry_source=Search,"$335,000",2,1,58.99,1974,2020-07-18 17:01:43.228176
84 Whampoa Drive,https://www.99.co/singapore/sale/property/84-whampoa-drive-hdb-3KXReif9huqayHE5jAggF3?enquiry_position=7620&enquiry_source=Search,"$398,000",3,2,90.95,1974,2020-07-18 17:01:43.228176
332 Sembawang Close,https://www.99.co/singapore/sale/property/332-sembawang-close-hdb-vzfLt3Qx4eLCDMk9PBWR9U?enquiry_position=7621&enquiry_source=Search,"$499,000",3,2,138.98,1999,2020-07-18 17:01:43.228176
334 Hougang Avenue 5,https://www.99.co/singapore/sale/property/334-hougang-avenue-5-hdb-Qg7SXQps62nWBUKK6PUHJ6?enquiry_position=7622&enquiry_source=Search,"$390,000",3,2,104.05,1983,2020-07-18 17:01:43.228176
137 Lorong Ah Soo,https://www.99.co/singapore/sale/property/137-lorong-ah-soo-hdb-SuVkLs9qVW64thEoHFPgDT?enquiry_position=7623&enquiry_source=Search,"$400,000",3,2,103.95,1985,2020-07-18 17:01:43.228176
852 Tampines Street 82,https://www.99.co/singapore/sale/property/852-tampines-street-82-hdb-VZkEomprz4LpSJ7wvdU9fU?enquiry_position=7624&enquiry_source=Search,"$455,000",3,2,103.95,1985,2020-07-18 17:01:43.228176
612 Clementi West Street 1,https://www.99.co/singapore/sale/property/612-clementi-west-street-1-hdb-pSphaHxhJEBTq4KoPFQMQD?enquiry_position=7625&enquiry_source=Search,"$440,000",3,2,102.93,1983,2020-07-18 17:01:43.228176
4 Marine Terrace,https://www.99.co/singapore/sale/property/4-marine-terrace-hdb-CHxkqnNVQBRfjrthLzsbS9?enquiry_position=7626&enquiry_source=Search,"$380,000",3,2,75.99,1975,2020-07-18 17:01:43.228176
679 Choa Chu Kang Crescent,https://www.99.co/singapore/sale/property/679-choa-chu-kang-crescent-hdb-J7KrTXU2jjVzHM4mPmCVBC?enquiry_position=7627&enquiry_source=Search,"$530,000",4,2,143.99,1999,2020-07-18 17:01:43.228176
403 Sin Ming Avenue,https://www.99.co/singapore/sale/property/403-sin-ming-avenue-hdb-3yrKvZRyo5u54JSo2AbGp?enquiry_position=7628&enquiry_source=Search,"$408,000",2,2,64.01,1986,2020-07-18 17:01:43.228176
156 Lorong 1 Toa Payoh,https://www.99.co/singapore/sale/property/156-lorong-1-toa-payoh-hdb-BUYWStMPkxGVHSyMC59cGa?enquiry_position=7630&enquiry_source=Search,"$779,000",3,2,100.98,1999,2020-07-18 17:01:43.228176
273B Punggol Place,https://www.99.co/singapore/sale/property/273b-punggol-place-hdb-xmqmg6v5mkjBZZC9gwUidJ?enquiry_position=7631&enquiry_source=Search,"$550,000",3,2,93.92,2013,2020-07-18 17:01:43.228176
505 Bedok North Avenue 3,https://www.99.co/singapore/sale/property/505-bedok-north-avenue-3-hdb-xAxXXkB3PkHWU6z7PJKppT?enquiry_position=7632&enquiry_source=Search,"$600,000",3,2,118.91,1978,2020-07-18 17:01:43.228176
724 Clementi West Street 2,https://www.99.co/singapore/sale/property/724-clementi-west-street-2-hdb-2woxTBRE7bk9F9yVNjAgFa?enquiry_position=7633&enquiry_source=Search,"$570,000",3,2,117.98,1981,2020-07-18 17:01:43.228176
489B Tampines Street 45,https://www.99.co/singapore/sale/property/489b-tampines-street-45-hdb-w7jJjCTywYsgAwEpSvAtv6?enquiry_position=7634&enquiry_source=Search,"$498,000",3,2,125.41,1993,2020-07-18 17:01:43.228176
216 Marsiling Lane,https://www.99.co/singapore/sale/property/216-marsiling-lane-hdb-9RuKYRcqvhnAsf8pgMx34o?enquiry_position=7635&enquiry_source=Search,"$360,000",3,2,117.98,1981,2020-07-18 17:01:43.228176
665A Punggol Drive,https://www.99.co/singapore/sale/property/665a-punggol-drive-hdb-CazZwQ4LjuQJYJzVNQ9zjn?enquiry_position=7636&enquiry_source=Search,"$670,000",3,2,112.97,,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-wVcZQ8CKoRgZoJ8Sr7Tx29?enquiry_position=7637&enquiry_source=Search,"$528,888",3,2,91.97,,2020-07-18 17:01:43.228176
312 Shunfu Road,https://www.99.co/singapore/sale/property/312-shunfu-road-hdb-rwp6ViJYWgJ4Fm3yYmsWDH?enquiry_position=7638&enquiry_source=Search,"$699,999",3,2,120.95,1985,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-jurrNvMYaJ9CoPURkAcEqh?enquiry_position=7639&enquiry_source=Search,"$438,000",2,2,66.98,,2020-07-18 17:01:43.228176
427 Clementi Avenue 3,https://www.99.co/singapore/sale/property/427-clementi-avenue-3-hdb-BJ3WWrwfW9LMKKhjVfXyoL?enquiry_position=7640&enquiry_source=Search,"$484,800",3,2,90.95,1978,2020-07-18 17:01:43.228176
122A Edgedale Plains,https://www.99.co/singapore/sale/property/122a-edgedale-plains-hdb-MK5hFRVodJjhWEfY3N7gS7?enquiry_position=7641&enquiry_source=Search,"$450,000",3,2,92.99,,2020-07-18 17:01:43.228176
416B Fernvale Link,https://www.99.co/singapore/sale/property/416b-fernvale-link-hdb-kBvBCeoqnkj3JJ3MnKeFxR?enquiry_position=7642&enquiry_source=Search,"$599,000",3,2,112.97,,2020-07-18 17:01:43.228176
403C Fernvale Lane,https://www.99.co/singapore/sale/property/403c-fernvale-lane-hdb-dWnsFrKoQYLD9ZYzsC9WCB?enquiry_position=7644&enquiry_source=Search,"$440,000",3,2,93.92,2004,2020-07-18 17:01:43.228176
526A Pasir Ris Street 51,https://www.99.co/singapore/sale/property/526a-pasir-ris-street-51-hdb-Wt4P6MRyVtufppCvH7A3Te?enquiry_position=7645&enquiry_source=Search,"$540,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
58 Seng Poh Road,https://www.99.co/singapore/sale/property/58-seng-poh-road-hdb-rQfjJLtUm9dJHRPR2rECjE?enquiry_position=7646&enquiry_source=Search,"$900,000",3,1,90.11,1969,2020-07-18 17:01:43.228176
151 Serangoon North Avenue 2,https://www.99.co/singapore/sale/property/151-serangoon-north-avenue-2-hdb-SB7ghqLSodmDGK7cQTWimT?enquiry_position=7647&enquiry_source=Search,"$290,000",2,2,64.93,1986,2020-07-18 17:01:43.228176
559 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/559-ang-mo-kio-avenue-10-hdb-izc3obQycv33ir4vdvw87Q?enquiry_position=7648&enquiry_source=Search,"$350,000",2,2,81.94,1980,2020-07-18 17:01:43.228176
175A Yung Kuang Road,https://www.99.co/singapore/sale/property/175a-yung-kuang-road-hdb-r5PeEx7f5rdG5qAeyCTyiA?enquiry_position=7649&enquiry_source=Search,"$520,000",3,2,112.97,2015,2020-07-18 17:01:43.228176
403D Fernvale Lane,https://www.99.co/singapore/sale/property/403d-fernvale-lane-hdb-cPufgcYkULWWxPrsqqwmSM?enquiry_position=7650&enquiry_source=Search,"$480,000",3,2,114.92,2004,2020-07-18 17:01:43.228176
815 Jurong West Street 81,https://www.99.co/singapore/sale/property/815-jurong-west-street-81-hdb-fS7LdLSWhQi6T997ttk5MU?enquiry_position=7651&enquiry_source=Search,"$360,000",4,2,120.95,1990,2020-07-18 17:01:43.228176
178A Rivervale Crescent,https://www.99.co/singapore/sale/property/178a-rivervale-crescent-hdb-bH5QwcE44gMEP25piesQwC?enquiry_position=7652&enquiry_source=Search,"$420,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
118 Ang Mo Kio Avenue 4,https://www.99.co/singapore/sale/property/118-ang-mo-kio-avenue-4-hdb-5q5EppkpTsevoHSgimmPRg?enquiry_position=7653&enquiry_source=Search,"$370,000",3,2,73.95,1978,2020-07-18 17:01:43.228176
432B Sengkang West Way,https://www.99.co/singapore/sale/property/432b-sengkang-west-way-hdb-wyMFU6FL7hMCNbjK2AiHv?enquiry_position=7654&enquiry_source=Search,"$470,000",3,2,92.99,2014,2020-07-18 17:01:43.228176
665A Punggol Drive,https://www.99.co/singapore/sale/property/665a-punggol-drive-hdb-Tewt4WaGdSE8qvJdMkMNJN?enquiry_position=7655&enquiry_source=Search,"$680,000",3,2,112.97,,2020-07-18 17:01:43.228176
414 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/414-ang-mo-kio-avenue-10-hdb-Ui9fWKu25ZexH5Bcd4RxMN?enquiry_position=7656&enquiry_source=Search,"$390,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
293 Bishan Street 22,https://www.99.co/singapore/sale/property/293-bishan-street-22-hdb-U3webfutsmwQ4g986VAgwb?enquiry_position=7657&enquiry_source=Search,"$828,888",4,2,121.98,1998,2020-07-18 17:01:43.228176
416B Fernvale Link,https://www.99.co/singapore/sale/property/416b-fernvale-link-hdb-6LUZBXJHBJx3RUmoiC9vPF?enquiry_position=7658&enquiry_source=Search,"$599,000",3,2,112.97,,2020-07-18 17:01:43.228176
203 Bukit Batok Street 21,https://www.99.co/singapore/sale/property/203-bukit-batok-street-21-hdb-YShWdLrrCYoVujgnzgSQuR?enquiry_position=7659&enquiry_source=Search,"$580,000",3,2,148.92,1985,2020-07-18 17:01:43.228176
52 Telok Blangah Drive,https://www.99.co/singapore/sale/property/52-telok-blangah-drive-hdb-PsiCj5KfhLo5hrLRTD549a?enquiry_position=7660&enquiry_source=Search,"$585,000",3,2,117.98,1978,2020-07-18 17:01:43.228176
508 Hougang Avenue 10,https://www.99.co/singapore/sale/property/508-hougang-avenue-10-hdb-JnawowWe2bb9ixQi4CHW4H?enquiry_position=7661&enquiry_source=Search,"$678,000",4,3,145.85,1987,2020-07-18 17:01:43.228176
190 Punggol Central,https://www.99.co/singapore/sale/property/190-punggol-central-hdb-hczp6p4zVf4Gc9xK9iCMRM?enquiry_position=7662&enquiry_source=Search,"$555,000",3,2,127.92,2004,2020-07-18 17:01:43.228176
227 Choa Chu Kang Central,https://www.99.co/singapore/sale/property/227-choa-chu-kang-central-hdb-ZdXPmdrg6xjK6srCHEea9P?enquiry_position=7663&enquiry_source=Search,"$410,000",3,2,102.19,1993,2020-07-18 17:01:43.228176
406 Hougang Avenue 10,https://www.99.co/singapore/sale/property/406-hougang-avenue-10-hdb-AqrNXtSpAfzBQ73R9AC29A?enquiry_position=7664&enquiry_source=Search,"$370,000",3,2,90.95,1985,2020-07-18 17:01:43.228176
26A Jalan Membina,https://www.99.co/singapore/sale/property/26a-jalan-membina-hdb-MK7CP3AuDJyaL9vZ9drfkY?enquiry_position=7665&enquiry_source=Search,"$499,000",2,2,59.92,2008,2020-07-18 17:01:43.228176
50 Commonwealth Drive,https://www.99.co/singapore/sale/property/50-commonwealth-drive-hdb-iDXmhDiKTfXuTNCMUUNNyJ?enquiry_position=7666&enquiry_source=Search,"$550,000",2,2,68.00,2015,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-n6w4DYqYMy7yjAn2RJXKNo?enquiry_position=7667&enquiry_source=Search,"$770,000",3,2,112.04,,2020-07-18 17:01:43.228176
271A Sengkang Central,https://www.99.co/singapore/sale/property/271a-sengkang-central-hdb-hAFL5RqAWVUZAyhEdbD42k?enquiry_position=7670&enquiry_source=Search,"$510,000",3,2,92.99,2010,2020-07-18 17:01:43.228176
45 Marine Crescent,https://www.99.co/singapore/sale/property/45-marine-crescent-hdb-4vPtVnAaxnmSVTx49mGeJC?enquiry_position=7671&enquiry_source=Search,"$475,000",3,2,87.97,1975,2020-07-18 17:01:43.228176
87 Dawson Road,https://www.99.co/singapore/sale/property/87-dawson-road-hdb-rtFMZFDbwuXxK9xqfxw5H6?enquiry_position=7672&enquiry_source=Search,"$960,000",2,2,86.95,,2020-07-18 17:01:43.228176
36 Bedok South Avenue 2,https://www.99.co/singapore/sale/property/36-bedok-south-avenue-2-hdb-uwh86oDrARfTykuuXXn2GX?enquiry_position=7673&enquiry_source=Search,"$340,000",3,1,83.98,1977,2020-07-18 17:01:43.228176
.,https://www.99.co/singapore/sale/property/hdb-3nCk9N6GKLpZRekoGN3s4T?enquiry_position=7674&enquiry_source=Search,"$453,000",3,2,91.97,,2020-07-18 17:01:43.228176
550A Segar Road,https://www.99.co/singapore/sale/property/550a-segar-road-hdb-csSWMusZU2YDxSjdUoG7S6?enquiry_position=7675&enquiry_source=Search,"$420,000",3,2,89.93,,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-5xxpNiHJy2nCf3Wi7HSZWX?enquiry_position=7676&enquiry_source=Search,"$550,000",3,2,91.97,,2020-07-18 17:01:43.228176
376B Hougang Street 32,https://www.99.co/singapore/sale/property/376b-hougang-street-32-hdb-qXa5ZwjhDfWL2y2KpGXVQU?enquiry_position=7677&enquiry_source=Search,"$470,000",3,2,91.97,,2020-07-18 17:01:43.228176
337 Clementi Avenue 2,https://www.99.co/singapore/sale/property/337-clementi-avenue-2-hdb-moUf4zxWC6mBahQJbqbCoa?enquiry_position=7678&enquiry_source=Search,"$590,000",3,2,118.91,1978,2020-07-18 17:01:43.228176
321 Serangoon Avenue 2,https://www.99.co/singapore/sale/property/321-serangoon-avenue-2-hdb-X5UaBYeKVbsDBmidBQpxJi?enquiry_position=7679&enquiry_source=Search,"$850,000",3,1,146.04,1986,2020-07-18 17:01:43.228176
26 Telok Blangah Crescent,https://www.99.co/singapore/sale/property/26-telok-blangah-crescent-hdb-DUTZkKW3KX2arUKwvwK3JE?enquiry_position=7680&enquiry_source=Search,"$590,000",2,1,119.93,1975,2020-07-18 17:01:43.228176
86 Telok Blangah Heights,https://www.99.co/singapore/sale/property/86-telok-blangah-heights-hdb-vw2gRArYmsmzZXMTHNPnNW?enquiry_position=7681&enquiry_source=Search,"$790,000",3,2,109.99,2003,2020-07-18 17:01:43.228176
134 Edgedale Plains,https://www.99.co/singapore/sale/property/134-edgedale-plains-hdb-L4fnjWyLjmeHPL5XbtoBD7?enquiry_position=7682&enquiry_source=Search,"$410,000",3,2,111.01,2003,2020-07-18 17:01:43.228176
118 Ang Mo Kio Avenue 4,https://www.99.co/singapore/sale/property/118-ang-mo-kio-avenue-4-hdb-rSFYsMFhRYJ5rf9Ty7fUGA?enquiry_position=7683&enquiry_source=Search,"$370,000",3,2,73.95,1978,2020-07-18 17:01:43.228176
186D Rivervale Drive,https://www.99.co/singapore/sale/property/186d-rivervale-drive-hdb-HS37sGvTDfdqa8vKfRMkjG?enquiry_position=7684&enquiry_source=Search,"$430,000",3,2,108.97,2001,2020-07-18 17:01:43.228176
665C Punggol Drive,https://www.99.co/singapore/sale/property/665c-punggol-drive-hdb-hQ42NDGnQGq6ku4uTLvhb6?enquiry_position=7685&enquiry_source=Search,"$650,000",3,2,112.97,,2020-07-18 17:01:43.228176
734 Yishun Avenue 5,https://www.99.co/singapore/sale/property/734-yishun-avenue-5-hdb-BdHHAmw6CHtsE9ABA6SivA?enquiry_position=7686&enquiry_source=Search,"$368,888",3,2,92.99,1985,2020-07-18 17:01:43.228176
104 Potong Pasir Avenue 1,https://www.99.co/singapore/sale/property/104-potong-pasir-avenue-1-hdb-o5CXAoc2dBAJn24NgJLFd6?enquiry_position=7687&enquiry_source=Search,"$400,000",2,2,73.95,1984,2020-07-18 17:01:43.228176
503 Jelapang Road,https://www.99.co/singapore/sale/property/503-jelapang-road-hdb-ifzKqnumAt92eMjEUP225h?enquiry_position=7688&enquiry_source=Search,"$738,000",3,3,143.99,1998,2020-07-18 17:01:43.228176
487C Choa Chu Kang Avenue 5,https://www.99.co/singapore/sale/property/487c-choa-chu-kang-avenue-5-hdb-2yaStirnaohE2kX2Mk3K6Y?enquiry_position=7689&enquiry_source=Search,"$499,999",4,2,112.97,,2020-07-18 17:01:43.228176
1E Cantonment Road,https://www.99.co/singapore/sale/property/1e-cantonment-road-hdb-G7wMhmCGj97Zt7sMJ4e9Le?enquiry_position=7690&enquiry_source=Search,"$1,100,000",3,3,104.98,2011,2020-07-18 17:01:43.228176
673A Edgefield Plains,https://www.99.co/singapore/sale/property/673a-edgefield-plains-hdb-HkVFf9Nups9YvgQSfEc2gb?enquiry_position=7691&enquiry_source=Search,"$450,000",3,2,90.95,,2020-07-18 17:01:43.228176
405 Bedok North Avenue 3,https://www.99.co/singapore/sale/property/405-bedok-north-avenue-3-hdb-Ewtnxo7pZw6AR3fUe6afyk?enquiry_position=7692&enquiry_source=Search,"$618,000",3,2,117.98,1980,2020-07-18 17:01:43.228176
109 Bukit Purmei Road,https://www.99.co/singapore/sale/property/109-bukit-purmei-road-hdb-iHg8KJadyuxdGbQV3RAnHm?enquiry_position=7693&enquiry_source=Search,"$600,000",3,2,102.19,1984,2020-07-18 17:01:43.228176
455 Hougang Avenue 10,https://www.99.co/singapore/sale/property/455-hougang-avenue-10-hdb-46F39E6mxTEakTXwECU69g?enquiry_position=7694&enquiry_source=Search,"$678,000",4,3,147.52,1992,2020-07-18 17:01:43.228176
130 Kim Tian Road,https://www.99.co/singapore/sale/property/130-kim-tian-road-hdb-YnQfoZLLMjeYUVzbgy2P2P?enquiry_position=7695&enquiry_source=Search,"$315,000",2,1,65.03,1976,2020-07-18 17:01:43.228176
336D Anchorvale Crescent,https://www.99.co/singapore/sale/property/336d-anchorvale-crescent-hdb-4fVyYvf7BJ9HQGQMormZCe?enquiry_position=7696&enquiry_source=Search,"$575,000",3,2,110.92,2015,2020-07-18 17:01:43.228176
281 Toh Guan Road,https://www.99.co/singapore/sale/property/281-toh-guan-road-hdb-bSqDwxGvLcPXToERNp3ABC?enquiry_position=7697&enquiry_source=Search,"$519,000",3,2,120.95,1998,2020-07-18 17:01:43.228176
460 Tampines Street 42,https://www.99.co/singapore/sale/property/460-tampines-street-42-hdb-ekWZxhGeVcT89Tdixs7AG4?enquiry_position=7698&enquiry_source=Search,"$780,000",4,3,132.01,1987,2020-07-18 17:01:43.228176
536 Upper Cross Street,https://www.99.co/singapore/sale/property/536-upper-cross-street-hdb-VnSsbmhAnZQTnNGA3urAfF?enquiry_position=7699&enquiry_source=Search,"$480,000",2,1,59.92,1981,2020-07-18 17:01:43.228176
682A Jurong West Central 1,https://www.99.co/singapore/sale/property/682a-jurong-west-central-1-hdb-BnMDRdURbrNaiQYQELKj5U?enquiry_position=7700&enquiry_source=Search,"$509,909",3,2,114.92,2000,2020-07-18 17:01:43.228176
178A Rivervale Crescent,https://www.99.co/singapore/sale/property/178a-rivervale-crescent-hdb-ZQp6PEBg6d8ZqB98gcWWJV?enquiry_position=7701&enquiry_source=Search,"$420,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
