No of bedrooms,No of bathrooms,floor_area_sqm,remaining_lease,LAT,LON,distance_to_primary_school,distance_to_seconday_school,distance_to_junior_college,distance_to_polytechnic,distance_to_mrt_lrt,distance_to_preschool,resale_price,random_forest,XGBoost,Clustering,difference_with_random_forest,difference_with_XGBoost,difference_with_Clustering
3.0,2.0,130.0,64.0,1.3518,103.9548,0.40909255057149063,0.36083631708113184,3.3715752080434145,2.3193373719921575,0.4886572106528112,0.14665427380422566,505000.0,492953.76,491837.75,482722.0,12046.23999999999,13162.25,22278.0
3.0,2.0,112.0,74.0,1.3458,103.7083,0.6042315598088585,0.21364705497535658,6.659960502908884,7.180408450995713,0.8365169777504866,0.15719216991280358,375000.0,393293.04,383236.06,398500.0,-18293.03999999998,-8236.0625,-23500.0
3.0,2.0,93.0,92.0,1.4051,103.9067,0.14829290675297302,0.4262154670460433,4.65897785485234,6.77750014536384,0.2121312554712383,0.18022198579952659,433888.0,464125.7495238095,481801.34,466472.0,-30237.74952380953,-47913.34375,-32584.0
3.0,2.0,116.0,81.0,1.3943,103.8992,0.15061121113696008,0.2259368849453985,4.689207335434181,5.635951430088553,0.14526614469049037,0.1322118034087134,488000.0,474682.2866666666,462560.78,440972.0,13317.713333333377,25439.21875,47028.0
3.0,2.0,92.0,61.0,1.3294,103.9339,0.24644327286496429,0.5238728541763891,1.2308201715688345,1.5019261594382414,0.7332908061202451,0.17954274027655884,455000.0,421775.0,427276.7,427500.0,33225.0,27723.3125,27500.0
2.0,2.0,64.0,64.0,1.3506,103.8757,0.8355099447657987,0.43988488382754265,1.0234579033209013,4.080260557436976,0.2493309793430012,0.10283074063811988,320000.0,309823.86138095235,334580.0,309444.0,10176.138619047648,-14580.0,10556.0
3.0,2.0,120.0,80.0,1.3227,103.8682,0.3213543185149675,0.8313132438095854,1.2384141593228237,6.387596112740509,0.41104623612469243,0.25968411171273653,700000.0,732422.4813333333,742711.0,685125.0,-32422.4813333333,-42711.0,14875.0
3.0,2.0,93.0,93.0,1.4018,103.9115,0.26492789778535536,0.2671219068763748,4.018862014450192,6.291566786687332,0.1467753676975046,0.14230122428608977,470000.0,450574.5980952379,439976.97,448722.0,19425.401904762082,30023.03125,21278.0
2.0,2.0,84.0,66.0,1.3074,103.8547,0.47433863471122234,2.036774596074134,2.9019120642724783,7.763586973120228,0.25650628551171945,0.4864710892967222,360000.0,458864.18080000003,426317.7,398250.0,-98864.18080000003,-66317.6875,-38250.0
2.0,2.0,55.0,49.0,1.3078,103.8006,0.8910952323981376,0.8240064266922696,1.7071634297733027,2.01975179014999,0.644853147500254,0.45072854374335775,240000.0,225632.27380952387,236648.4,231500.0,14367.726190476125,3351.59375,8500.0
2.0,2.0,67.0,62.0,1.3063,103.7605,0.493491821625723,0.4622508533322291,2.773102964041607,1.4073301618283076,1.1183043891559474,0.12777253379075798,275000.0,271479.0852063492,272038.4,270000.0,3520.9147936507943,2961.59375,5000.0
3.0,2.0,149.0,75.0,1.3293,103.7224,1.1168028492991282,0.2111352003198198,7.07893442176527,5.478686714815238,1.662656631559825,0.10542810568016982,525000.0,529840.44,531729.75,488750.0,-4840.439999999944,-6729.75,36250.0
3.0,2.0,139.0,63.0,1.337,103.929,0.48196140816097943,0.29346762697745155,2.187944245561084,0.8014092654128389,0.3622103836260508,0.25539724494622756,610000.0,651369.8095238096,642979.75,654000.0,-41369.809523809585,-32979.75,-44000.0
3.0,2.0,92.0,92.0,1.4235,103.8453,0.40737892379432394,0.29243364160272306,1.7458401662362393,4.457909881990015,1.3165243770481112,0.05429115303854973,420000.0,419960.7738095238,387223.66,403750.0,39.22619047621265,32776.34375,16250.0
3.0,2.0,104.0,74.0,1.3789,103.7404,0.20713204177784153,0.4392727204307605,1.6328187658080067,6.190287244375127,0.565577246541739,0.10314884467972048,300000.0,328376.4583333334,331150.1,331500.0,-28376.458333333372,-31150.09375,-31500.0
3.0,2.0,84.0,67.0,1.3264,103.8998,0.5555762791509506,0.2559145679107455,3.1780258147083753,3.955160586827128,0.40255819209239607,0.1987969961329605,355000.0,394653.7433333333,380116.84,370000.0,-39653.74333333329,-25116.84375,-15000.0
3.0,2.0,149.0,66.0,1.3491,103.729,0.4442619904782979,0.2726663783635487,4.8241360474778,5.068197630011292,0.8501418905181427,0.20295356112306043,688000.0,603722.9620952379,610273.1,600000.0,84277.03790476208,77726.875,88000.0
3.0,2.0,105.0,65.0,1.3488,103.7307,0.25320009231719376,0.35300209320442044,4.746050990833918,4.879955592802391,0.7472576423768595,0.25195171086670015,443800.0,385380.50000000006,391855.7,405250.0,58419.49999999994,51944.3125,38550.0
3.0,2.0,121.0,78.0,1.4273,103.7749,0.5200570991240393,0.46568545844855186,5.288296064816791,2.078569876429699,0.587769953883386,0.4357516339055317,408000.0,402348.47666666674,387042.22,347500.0,5651.523333333258,20957.78125,60500.0
3.0,2.0,94.0,84.0,1.3889,103.7726,0.5341795672200008,0.7838697618239053,2.1292269058789977,5.914817707658534,0.35581743916348374,0.21391139265370365,326000.0,363499.629047619,348187.56,343347.0,-37499.629047619004,-22187.5625,-17347.0
3.0,2.0,90.0,85.0,1.3834,103.8968,0.1192824488212395,0.33607466161468896,4.590336350790333,5.146445562294626,0.10254657478028761,0.16098366295547106,435000.0,418501.8666666667,417722.28,423000.0,16498.133333333302,17277.71875,12000.0
2.0,2.0,67.0,66.0,1.351,103.7562,0.4147266946971619,0.3995885993028588,3.7456934230489396,2.651196783378571,0.769097007413233,0.1844037955998104,260000.0,248502.6066666667,257025.55,257125.0,11497.393333333312,2974.453125,2875.0
3.0,2.0,119.0,67.0,1.3461,103.8551,0.34295972741809355,0.44645359608525376,1.349805954909008,3.4943449536532625,0.7832040171009355,0.19963631510544705,668000.0,640769.3333333333,656690.4,658250.0,27230.666666666744,11309.625,9750.0
2.0,2.0,66.0,53.0,1.3303,103.8592,1.1300997829693928,0.6624797030818607,0.5505442693989053,5.305961848425097,1.0989177806385897,0.4453616472695362,216000.0,215165.76867621264,226391.83,207500.0,834.2313237873605,-10391.828125,8500.0
3.0,2.0,92.0,58.0,1.367,103.8539,0.37638361733418596,0.22170312990197505,1.5490568300945282,1.2163146933243318,0.5630750951751111,0.08569244217834202,330000.0,390854.5138888889,388943.88,426250.0,-60854.513888888876,-58943.875,-96250.0
3.0,2.0,122.0,78.0,1.3788,103.7566,0.6205682985694904,0.5761627427240323,0.710778404654993,5.277165018742151,0.15648543233261675,0.24154429562540003,440000.0,446029.77333333326,438600.72,447750.0,-6029.773333333258,1399.28125,-7750.0
3.0,2.0,83.0,69.0,1.3469,103.7575,0.2296260623232749,0.5795249421282345,4.211812845761411,2.216967698906513,0.9132321675690346,0.2189526841686223,365000.0,343314.6,349967.3,356500.0,21685.400000000023,15032.6875,8500.0
3.0,2.0,110.0,87.0,1.346,103.7042,0.42804616620728164,0.4151562121289833,6.999665232465543,7.631610241887945,0.8446849802647091,0.36939175815453507,420000.0,432816.9464285716,428347.88,431250.0,-12816.946428571595,-8347.875,-11250.0
3.0,2.0,91.0,91.0,1.3363,103.8449,1.1879402076779924,1.0035480362624343,1.1520103970124662,4.557890689940643,0.47073902538376955,0.10228675626286461,815000.0,822362.4345238094,788748.8,825750.0,-7362.434523809352,26251.1875,-10750.0
3.0,2.0,113.0,95.0,1.3959,103.8777,0.3383294804203016,0.6217295318424239,3.9863429783082855,3.404654391344515,0.2784808214319592,0.37698956178296494,550000.0,573561.0087654568,541976.1,492750.0,-23561.00876545685,8023.875,57250.0
3.0,2.0,104.0,66.0,1.3614,103.7492,0.2847597236897227,0.36505617698671367,2.6338578518414377,4.039765061671086,0.4231878175930632,0.24356019746151747,355000.0,332181.4783333333,361890.0,344250.0,22818.521666666726,-6890.0,10750.0
2.0,2.0,67.0,95.0,1.3891,103.7673,0.14179127358838434,0.24878739360065438,1.5675806348902448,6.012649437130275,0.29449750112094475,0.057010252397234534,293000.0,320981.1898860029,319748.44,318222.0,-27981.189886002918,-26748.4375,-25222.0
3.0,2.0,125.0,84.0,1.3935,103.8879,0.2748553892379683,0.5972667383320615,4.937478803367596,4.392764484794516,0.43696441285875764,0.41067280406015977,570000.0,572736.5216904762,577877.2,571375.0,-2736.52169047622,-7877.1875,-1375.0
3.0,2.0,113.0,94.0,1.3578,103.9391,0.9487075809294364,0.8035547357721049,2.1132529148894905,1.4734879978783741,0.5250819430739455,0.22754216919996959,630000.0,709128.1495079367,699767.9,708472.0,-79128.14950793667,-69767.875,-78472.0
3.0,2.0,122.0,67.0,1.4131,103.8339,0.6242428570539453,0.5315786242568905,1.365790235804715,3.7130607906363284,0.48714688641184944,0.2783158511063667,520000.0,460994.88,457332.3,432500.0,59005.119999999995,62667.6875,87500.0
3.0,2.0,110.0,81.0,1.3357,103.7051,0.6112623176470969,0.3373285191621152,7.684073697508143,7.395500692743179,0.31946806907756775,0.050110386249916594,455000.0,471646.3561904761,482269.6,479250.0,-16646.3561904761,-27269.59375,-24250.0
2.0,2.0,91.0,52.0,1.3273,103.8562,1.164236367858876,0.6087709811248391,1.0137438514150103,5.579001391063932,1.0243528942418347,0.1560333959001419,775000.0,723875.0,720050.8,711250.0,51125.0,54949.1875,63750.0
3.0,2.0,117.0,92.0,1.372,103.8532,0.15485812157674678,0.31761051706995475,1.0802639636441436,0.6767028552342449,0.4655255241497335,0.24221068446052335,880888.0,877961.4164415583,846831.9,892250.0,2926.583558441722,34056.125,-11362.0
3.0,2.0,98.0,95.0,1.4026,103.9036,0.3630615431483176,0.31424277508312587,4.744760821860124,6.358617743376032,0.2643290602280752,0.2737236867535227,535000.0,502789.5833333334,515265.6,507500.0,32210.416666666628,19734.40625,27500.0
3.0,2.0,93.0,95.0,1.3887,103.9107,0.8094831481394417,0.9590958808627595,3.2678309794302414,4.960703327890112,0.5928412556190324,0.49484869816275157,365000.0,387968.7261904763,384916.5,388750.0,-22968.72619047633,-19916.5,-23750.0
2.0,2.0,59.0,59.0,1.3316,103.932,0.1423500035827336,0.4624116400135018,1.5146527871509616,1.2658433562636766,0.5574557212830684,0.4025982657568451,246000.0,248424.66666666674,247127.1,257500.0,-2424.6666666667443,-1127.09375,-11500.0
3.0,2.0,92.0,95.0,1.4191,103.8465,0.6800967501229996,0.2546253127084843,1.972675548458599,3.957907274951705,1.5033037884983493,0.4619320947439199,356000.0,390008.0670476192,384020.5,391666.0,-34008.0670476192,-28020.5,-35666.0
3.0,2.0,121.0,79.0,1.371,103.8751,0.8837437131584424,0.26369490733066364,2.49415990968204,2.7927183850940254,1.6166462592213524,0.11835579228397634,520000.0,498237.985,512688.2,513500.0,21762.015000000014,7311.8125,6500.0
2.0,2.0,68.0,63.0,1.342,103.739,0.2307936789653398,0.43014503614295024,5.020338210746314,3.762704920724444,0.6934672157328146,0.14987031504666873,253000.0,267645.83333333326,270476.88,284000.0,-14645.833333333256,-17476.875,-31000.0
2.0,2.0,75.0,61.0,1.325,103.9033,0.13748014551405052,0.32546947452919445,2.8022543907467057,3.7411334591729855,0.5801016391499033,0.24845621635869353,250000.0,301933.4166666667,304457.12,296250.0,-51933.416666666686,-54457.125,-46250.0
3.0,2.0,104.0,66.0,1.335,103.9128,0.48217550279267496,1.2497123500314027,3.131232855688667,2.223115423514294,0.4824982329835991,0.20056757261681046,405000.0,416593.75,433717.56,420250.0,-11593.75,-28717.5625,-15250.0
3.0,2.0,110.0,85.0,1.3069,103.8617,0.571663127873122,1.9710558729002015,2.885515428802581,7.914376220572018,0.1300202338952704,0.19159538151908412,797000.0,811518.611111111,818415.2,815750.0,-14518.611111111008,-21415.1875,-18750.0
3.0,2.0,130.0,80.0,1.3872,103.8955,0.48048828428214735,0.327359225080164,4.817216130606189,5.074699308630353,0.37985704142213544,0.15935713659059256,631000.0,556236.8611111112,584182.1,580750.0,74763.13888888876,46817.875,50250.0
3.0,2.0,83.0,61.0,1.2816,103.8423,0.7273904614888279,0.7880701538352123,4.844406149396257,7.283869065558391,0.2122807444417777,0.5679806598559756,570000.0,605808.8133333334,588515.75,640750.0,-35808.81333333335,-18515.75,-70750.0
3.0,2.0,104.0,71.0,1.3812,103.7395,0.3435556063757917,0.1840998751069386,1.6485710935746056,6.458507541636192,0.6515923420910249,0.1962849392105553,345000.0,341866.16666666674,338604.2,340000.0,3133.8333333332557,6395.8125,5000.0
3.0,2.0,85.0,84.0,1.4035,103.7487,0.20408040301824423,0.5212235235846545,2.1795831000790593,5.97394087982295,0.6593336485954044,0.3945812976218271,340000.0,324891.0233333334,318208.7,312500.0,15108.976666666626,21791.3125,27500.0
3.0,2.0,125.0,79.0,1.4315,103.7926,0.2971238553027311,0.5210485853339506,4.187256362678645,1.4795001214409966,0.4622745269030045,0.1716414599220169,425000.0,419772.0135714286,437537.62,431750.0,5227.986428571399,-12537.625,-6750.0
1.0,1.0,47.0,95.0,1.4489,103.801,0.22433531474402155,0.3689537193243522,4.173863486046806,1.63271137704528,0.6729378117453668,0.13629954131410552,220000.0,227591.37851037848,225677.61,226750.0,-7591.378510378476,-5677.609375,-6750.0
3.0,2.0,90.0,88.0,1.3841,103.8944,0.2100738375356854,0.4964391147527777,4.866304305474214,4.892711080995347,0.15670926863627482,0.19646137241122227,583000.0,543541.0238095238,525663.4,547500.0,39458.97619047621,57336.625,35500.0
3.0,2.0,94.0,80.0,1.3948,103.9007,0.3165986316464052,0.18252395199484006,4.562329107497143,5.810688399263719,0.041197980950799185,0.18645439356440943,355000.0,357560.0,358925.28,360000.0,-2560.0,-3925.28125,-5000.0
3.0,2.0,110.0,84.0,1.2772,103.8087,0.11913651721636997,1.0748811561965879,3.8991178815311125,4.519843376319205,0.7316279130529632,0.425286236596399,745000.0,736340.8333333335,734145.44,738750.0,8659.166666666511,10854.5625,6250.0
3.0,2.0,103.0,78.0,1.3268,103.8559,1.1681396626755567,0.6139454581938659,1.0741201202253312,5.629818185135946,1.0018317489581556,0.12822339294560242,487500.0,506151.94,515432.4,510750.0,-18651.940000000002,-27932.40625,-23250.0
3.0,2.0,94.0,91.0,1.4039,103.9055,0.15987544991142993,0.44806530779404313,4.670672681224761,6.606133682086198,0.3738575681738391,0.03215496357652778,435000.0,469678.58333333326,472931.44,474000.0,-34678.583333333256,-37931.4375,-39000.0
3.0,2.0,92.0,60.0,1.3247,103.9398,0.08453175138558722,0.41591821032889237,0.8362677565921186,2.144994467487882,0.7519983170416854,0.23479556697406745,452088.0,455353.2299999999,439791.28,437500.0,-3265.229999999923,12296.71875,14588.0
3.0,2.0,98.0,66.0,1.3538,103.9499,0.275600650134873,0.17067671891757819,2.8968097433250497,1.91421487922711,0.507280369674247,0.11908760525980684,470000.0,450123.32,436942.3,433250.0,19876.679999999993,33057.6875,36750.0
3.0,2.0,85.0,90.0,1.2828,103.8252,0.2163036334796165,1.3728807236770066,4.769892332839177,5.531267693516537,0.4244671001396432,0.3384770676432789,685000.0,643316.3909523808,663049.56,679222.0,41683.60904761916,21950.4375,5778.0
3.0,2.0,123.0,79.0,1.3978,103.7484,0.32434694678612286,0.33319853111399655,1.590450316701088,6.4751313225005065,0.10001904453756744,0.24474565335562176,553000.0,537552.3800000001,522531.7,472500.0,15447.619999999879,30468.3125,80500.0
2.0,2.0,67.0,59.0,1.367,103.8557,0.5561307923681836,0.4201849711476617,1.672162217529846,1.2974717855384714,0.7448636972510108,0.18275064000485505,235000.0,267124.68476190476,254056.08,263250.0,-32124.684761904762,-19056.078125,-28250.0
3.0,2.0,110.0,83.0,1.3497,103.7484,0.7120590872331096,0.6175481618566928,3.9301814862496887,3.190114458910013,0.14842451426754472,0.21442674321344038,640000.0,667713.8683174603,630563.94,649222.0,-27713.868317460292,9436.0625,-9222.0
3.0,2.0,104.0,63.0,1.3477,103.9462,0.4257587050090109,0.31243447035727245,3.369330366082783,1.2736398896350227,0.609204137059812,0.164986982937429,424000.0,422216.1066666667,424399.75,432500.0,1783.8933333333116,-399.75,-8500.0
3.0,2.0,90.0,80.0,1.388,103.9059,0.27048487603899035,0.8535342740162835,3.7347087989669645,5.13280855574514,0.05403143642263453,0.21216608882738525,310000.0,348549.85,324604.97,365250.0,-38549.84999999998,-14604.96875,-55250.0
3.0,2.0,110.0,83.0,1.3366,103.698,0.18713067243231113,0.4794419070016263,8.19501713018166,8.188677776500274,0.11473532929515662,0.049253243719851486,479000.0,466658.0209523809,473609.62,459222.0,12341.979047619097,5390.375,19778.0
3.0,2.0,92.0,93.0,1.3997,103.9007,0.3172874491760894,0.16884074363128554,4.826984587894183,5.950857536710755,0.543328377134801,0.28358271981454525,440000.0,445737.2119844877,457653.06,457222.0,-5737.211984487716,-17653.0625,-17222.0
3.0,2.0,105.0,70.0,1.3681,103.875,0.9666818255727634,0.4020217543568156,2.1949981083637913,2.8841429829540544,1.3946310780006979,0.07634516916772172,424000.0,409488.73666666663,408365.4,409250.0,14511.263333333365,15634.59375,14750.0
3.0,2.0,114.0,59.0,1.3198,103.7493,1.102206896318478,0.40104851105513445,4.183351672828297,2.7885339702666023,1.676997419448053,0.2303489493952412,302000.0,357633.3600000001,369759.62,367222.0,-55633.3600000001,-67759.625,-65222.0
3.0,2.0,105.0,77.0,1.3767,103.9347,0.09487606450398395,1.9396606117723008,0.3172099436051412,3.263694651922149,1.6703315128280514,0.33971867300910447,395000.0,385239.58333333326,388666.5,380750.0,9760.416666666744,6333.5,14250.0
3.0,2.0,104.0,74.0,1.3908,103.7426,0.637284500643209,0.1877997031055072,1.4355751512259756,7.196913881196389,0.6357879682928741,0.39659586036149297,335888.0,333858.175,321644.97,335888.75,2029.8250000000116,14243.03125,-0.75
3.0,2.0,119.0,62.0,1.3346,103.8802,0.522614118340019,0.652467257583417,1.8694123199313202,5.5900685569894115,0.8723729958951126,0.1683200615627054,495000.0,510672.5800000001,517257.2,517000.0,-15672.580000000075,-22257.1875,-22000.0
3.0,2.0,120.0,80.0,1.4286,103.7931,0.290052313437137,0.24136920714112375,4.085232110366736,1.7858959487552473,0.1351132086407107,0.2712668117965023,350000.0,410955.4216666667,414782.2,420000.0,-60955.42166666669,-64782.1875,-70000.0
3.0,2.0,87.0,52.0,1.3415,103.8496,0.506335398436745,0.2759021923015827,1.029195747771225,3.9505403488744704,0.28154055921695753,0.22259129955769166,300000.0,343740.33230158733,370082.06,342500.0,-43740.33230158733,-70082.0625,-42500.0
3.0,2.0,90.0,88.0,1.3012,103.7989,0.19455878752877104,0.324073024250658,1.5336515328331461,1.9901273438106744,0.1541548363125273,0.239139218053152,770000.0,770009.7996031747,752072.0,768000.0,-9.799603174673393,17928.0,2000.0
2.0,2.0,76.0,56.0,1.3032,103.9118,0.7113441452300175,1.716330249887775,0.9038858463370225,5.013767057459035,1.6612907742060805,0.23235791653606733,472800.0,432384.6825396825,454634.9,428750.0,40415.317460317514,18165.09375,44050.0
3.0,2.0,90.0,81.0,1.3883,103.9032,0.09259964691924838,0.572648655057972,4.029259836787722,5.31647246668524,0.24846960783726335,0.1153176660025209,345000.0,335081.94,345756.4,342500.0,9918.059999999998,-756.40625,2500.0
3.0,2.0,110.0,82.0,1.3366,103.6972,0.27604260284736415,0.5646257888164613,8.262693471906795,8.277490060564292,0.10958549835868203,0.09563780628958096,446888.0,451794.5951190477,460407.78,440750.0,-4906.595119047677,-13519.78125,6138.0
2.0,2.0,67.0,59.0,1.3191,103.7691,0.3276999808671906,0.8784635840264962,2.017606060239203,0.9772961735903718,0.6137130788889258,0.47549655249095313,240000.0,304229.86666666664,315782.78,325750.0,-64229.86666666664,-75782.78125,-85750.0
3.0,2.0,120.0,67.0,1.3713,103.8801,0.32697321162681886,0.299855408140522,2.783425700425005,3.32488599750965,1.354154448110746,0.04829917816468976,465000.0,453112.45833333326,465569.84,468500.0,11887.541666666744,-569.84375,-3500.0
3.0,2.0,91.0,66.0,1.3694,103.8705,1.025908228166742,0.15970253146506408,2.171734547003624,2.3662770598188003,1.8803281851441365,0.3736559539809757,360000.0,351181.73809523805,360644.12,359500.0,8818.261904761952,-644.125,500.0
3.0,2.0,115.0,86.0,1.3888,103.8762,0.26766145549384845,0.31886344605197914,3.5405489908643815,3.008395016808849,0.3433473943446272,0.316309022460561,428000.0,466459.0146666667,471927.3,461922.0,-38459.014666666684,-43927.3125,-33922.0
3.0,2.0,149.0,72.0,1.3735,103.8717,1.1671154138029,0.49138589091729906,2.6455518214555456,2.360874772452258,2.0758626318039193,0.2999037009310597,678000.0,660285.2600000001,644860.6,663472.0,17714.739999999874,33139.375,14528.0
3.0,2.0,110.0,82.0,1.3934,103.8981,0.12832401366007246,0.37008686051955453,4.760832617243459,5.495840164454121,0.29240637552558063,0.08429397297047056,480000.0,483001.118095238,461302.38,481750.0,-3001.1180952379946,18697.625,-1750.0
3.0,2.0,91.0,87.0,1.3342,103.8459,1.2937524942742065,1.0872146756909629,1.409174125828301,4.7793146273201526,0.2463577374102271,0.05781171163158108,605000.0,758979.2014790766,772153.44,753250.0,-153979.20147907664,-167153.4375,-148250.0
3.0,2.0,123.0,77.0,1.3762,103.9408,0.21388643791421996,1.3818459309976048,0.3659135980640227,3.412104760472338,1.005714624103226,0.37882372377607243,468000.0,457180.18666666665,465652.7,460750.0,10819.813333333354,2347.3125,7250.0
2.0,2.0,67.0,57.0,1.2741,103.8104,0.2987580005769853,1.3326759436381583,4.282790745600598,4.905683825193346,0.3839580673386148,0.18137069308054055,287000.0,305425.1018095238,325062.5,333250.0,-18425.101809523825,-38062.5,-46250.0
3.0,2.0,118.0,77.0,1.441,103.7966,0.41800004424557197,0.3153726880154548,4.099051071796073,1.14789613343202,0.4893131389017496,0.10700216121792666,410000.0,406878.3952380952,402658.03,411722.0,3121.604761904804,7341.96875,-1722.0
2.0,2.0,67.0,58.0,1.2745,103.8105,0.27505210158545923,1.286831466925196,4.256502670912145,4.878458822709824,0.4297329401407966,0.2138119275499467,290000.0,309518.3955627706,323097.28,306250.0,-19518.395562770602,-33097.28125,-16250.0
3.0,2.0,91.0,58.0,1.3289,103.9405,0.5293357541393792,0.20488356221350323,1.2822220628461094,1.7452457469316203,0.6627506215940471,0.18614183022273714,415000.0,393807.86904761905,374860.2,386000.0,21192.130952380947,40139.8125,29000.0
3.0,2.0,120.0,79.0,1.4449,103.8191,0.2141900874255579,0.25506786716332974,2.541061741362634,3.5818469529664707,0.4731912369068846,0.18778247173070303,455000.0,400439.3333333334,413113.0,403000.0,54560.66666666663,41887.0,52000.0
2.0,2.0,68.0,51.0,1.3363,103.8484,0.9346243656455675,0.7339670563187667,1.329030583200201,4.530485823716975,0.4045708988769823,0.26792383881373855,265000.0,277827.02380952373,291425.12,258500.0,-12827.02380952373,-26425.125,6500.0
2.0,2.0,59.0,63.0,1.2784,103.8262,0.44340172028791014,1.4999331501947744,5.22532150809379,5.888166840195074,0.8644671190662413,0.40822620538145893,290000.0,298675.3333333333,299487.3,298750.0,-8675.333333333314,-9487.3125,-8750.0
3.0,2.0,144.0,79.0,1.3385,103.7438,0.5901395862759937,0.579199738511046,5.2494143725873865,3.1514554249555875,0.6070017557615994,0.12616372068183584,740000.0,746140.1666666665,726476.75,727750.0,-6140.166666666511,13523.25,12250.0
3.0,2.0,104.0,69.0,1.4288,103.8472,0.16105264795623647,0.9121091963758712,2.0071916696192815,5.02842425779494,1.3515874361932214,0.24726428113871646,315000.0,312922.1066666667,311035.3,321000.0,2077.8933333333116,3964.6875,-6000.0
3.0,2.0,96.0,91.0,1.4064,103.906,0.1368160674643139,0.5882676943767807,4.81439587047918,6.7575105065826415,0.3170901457590289,0.21918014602195215,455000.0,511077.72,505814.84,531250.0,-56077.71999999997,-50814.84375,-76250.0
2.0,2.0,61.0,55.0,1.3357,103.7241,0.7306525517781142,0.6174260652822695,6.369860991666552,5.286253932487809,1.0141416616335437,0.5963377846928674,230000.0,220218.48301657487,210468.34,224500.0,9781.516983425128,19531.65625,5500.0
2.0,2.0,67.0,59.0,1.331,103.9336,0.20485336871394033,0.3795039932176082,1.4117532799644426,1.3231686476920927,0.6417690693877625,0.3304365449352866,245000.0,290342.2633477634,290752.62,290500.0,-45342.26334776339,-45752.625,-45500.0
3.0,2.0,92.0,95.0,1.3945,103.8735,0.2609686715805445,0.7282949693637205,3.4998656869746365,2.9148314722418256,0.3931049499672021,0.3146703443079772,438800.0,415877.9947735013,422133.0,430750.0,22922.005226498703,16667.0,8050.0
2.0,2.0,67.0,93.0,1.4304,103.7899,0.15362098477487035,0.5856147002846978,4.463422005062533,1.4570005769516108,0.5014302473231564,0.08776006402215505,300000.0,305363.71034521033,307462.03,308250.0,-5363.710345210333,-7462.03125,-8250.0
3.0,2.0,95.0,83.0,1.338,103.7002,0.16146083297062025,0.37094115446324727,7.908163000949867,7.954335843668562,0.2896167389200579,0.32393069220656395,435000.0,417059.09333333327,412555.9,416972.0,17940.906666666735,22444.09375,18028.0
3.0,2.0,139.0,76.0,1.2878,103.8195,0.5172844606784005,0.7355779005870107,4.177514176585919,4.704969769757785,0.32046919356134534,0.20371677159222204,950000.0,875796.2766666667,866932.75,874750.0,74203.72333333327,83067.25,75250.0
3.0,2.0,135.0,75.0,1.3451,103.6952,0.40431801436587056,0.7523971108490488,7.869415304313072,8.598936367059915,0.8614371387091813,0.11893934695535971,428000.0,431101.26,417460.66,416722.0,-3101.2600000000093,10539.34375,11278.0
3.0,2.0,120.0,76.0,1.3816,103.7375,0.18188556115870275,0.09238706346726455,1.8571103155260575,6.620247175509501,0.8574055330872787,0.16352113780356783,368000.0,417766.87999999995,417993.44,369250.0,-49766.87999999995,-49993.4375,-1250.0
3.0,2.0,93.0,91.0,1.3175,103.8982,1.0285213314532795,0.9961880373536853,2.7091222025580213,4.72024804357533,0.5644589807992964,0.13064802548663718,668000.0,671280.7645714286,670361.06,670472.0,-3280.764571428648,-2361.0625,-2472.0
3.0,2.0,107.0,76.0,1.3564,103.9622,0.3761737905273481,0.12809750831630795,3.552866193231472,3.2700910925984275,0.8413332462165332,0.15588953455436622,418000.0,393467.8214285715,385018.3,394500.0,24532.17857142852,32981.6875,23500.0
3.0,2.0,83.0,66.0,1.4204,103.8354,0.5937261198009482,0.2816773081043572,0.7942523562971049,4.382657500997323,0.4065652831001865,0.10023308678245436,300000.0,305665.5,300698.0,305000.0,-5665.5,-698.0,-5000.0
2.0,2.0,65.0,61.0,1.342,103.8506,0.4727032633409959,0.16449779553222282,1.1027529008054675,3.8967531605670285,0.40538160352128,0.3201549412745623,250000.0,295850.7319047619,294125.56,296250.0,-45850.731904761924,-44125.5625,-46250.0
3.0,2.0,142.0,78.0,1.3832,103.9007,0.5397544915627419,0.2928620434484977,4.15916776833674,5.015757452107896,0.18941212225909043,0.06500456854107181,640000.0,568330.0,571014.9,575750.0,71670.0,68985.125,64250.0
2.0,2.0,84.0,63.0,1.3438,103.7417,0.13518364488514772,0.09759592648821014,4.737179359545874,3.5392563475873953,1.0080171355728942,0.025452235240523896,300000.0,318710.25,311641.72,300500.0,-18710.25,-11641.71875,-500.0
3.0,2.0,102.0,78.0,1.4017,103.7495,0.30535480985164665,0.4478900666660717,1.9632237677559345,6.065473591617327,0.4977391938743415,0.2780157091206114,330000.0,314035.35714285704,326846.88,307500.0,15964.642857142957,3153.125,22500.0
3.0,2.0,103.0,64.0,1.3474,103.9488,0.33067110997297033,0.5806930356832212,3.4940104560220657,1.5506418901794459,0.6899173907520013,0.12596614072929707,377000.0,420878.8333333334,421607.94,445000.0,-43878.83333333337,-44607.9375,-68000.0
2.0,2.0,80.0,63.0,1.3524,103.886,0.779071380180928,0.7068785666968498,2.1805815744815753,4.788024588564849,0.8507929208995116,0.05465621727070075,326000.0,325730.88,315305.44,311722.0,269.11999999999534,10694.5625,14278.0
