address,link,price,bedrooms,bathrooms,floor_area,list_date,year_built,date_scraped
615A Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-615a-edgefield-plains-22190648,"415,000",3 ,2 ,990,3w,2011,2020-07-15 17:14:41.615238
629 Jurong West Street 65,https://www.propertyguru.com.sg/listing/hdb-for-sale-629-jurong-west-street-65-22172338,"540,000",4 ,2 ,1399,3w,1999,2020-07-15 17:14:41.615238
339D Kang Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-339d-kang-ching-road-22303212,"395,000",2 ,2 ,721,3w,2010,2020-07-15 17:14:41.615238
815 Jurong West Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-815-jurong-west-street-81-21896114,"360,000",4 ,2 ,1302,3w,1989,2020-07-15 17:14:41.615238
836 Jurong West Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-836-jurong-west-street-81-22082584,"368,000",4 ,2 ,1173,3w,1992,2020-07-15 17:14:41.615238
130 Lorong Ah Soo,https://www.propertyguru.com.sg/listing/hdb-for-sale-130-lorong-ah-soo-22507887,"388,000",3 ,2 ,1108,3w,1983,2020-07-15 17:14:41.615238
91 Tanglin Halt Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-91-tanglin-halt-road-22681508,"838,000",3 ,2 ,969,3w,2007,2020-07-15 17:14:41.615238
55 Strathmore Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-55-strathmore-avenue-22720925,"680,000",3 ,2 ,914,3w,2000,2020-07-15 17:14:41.615238
53 Geylang Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-53-geylang-bahru-22808717,"610,000",3 ,2 ,1259,3w,1974,2020-07-15 17:14:41.615238
119C Kim Tian Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-119c-kim-tian-road-22120902,"827,777",3 ,2 ,1184,3w,2001,2020-07-15 17:14:41.615238
98 Commonwealth Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-98-commonwealth-crescent-22891949,"360,000",2 ,1 ,699,3w,1964,2020-07-15 17:14:41.615238
481 Pasir Ris Drive 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-481-pasir-ris-drive-4-22053725,"415,000",3 ,2 ,1130,3w,1990,2020-07-15 17:14:41.615238
138D Yuan Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-138d-yuan-ching-road-22891887,"638,000",3 ,2 ,957,3w,2014,2020-07-15 17:14:41.615238
130 Bukit Merah View,https://www.propertyguru.com.sg/listing/hdb-for-sale-130-bukit-merah-view-22446899,"420,000",2 ,2 ,818,3w,1973,2020-07-15 17:14:41.615238
648A Jurong West Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-648a-jurong-west-street-61-22892944,"550,000",3 ,2 ,1184,3w,1999,2020-07-15 17:14:41.615238
269 Tampines Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-269-tampines-street-21-21440634,"340,000",2 ,2 ,720,3w,1982,2020-07-15 17:14:41.615238
470C Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-470c-upper-serangoon-crescent-22891686,"608,000",3 ,2 ,1216,3w,2014,2020-07-15 17:14:41.615238
93 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-93-dawson-road-22257352,"850,000",3 ,2 ,936,3w,2015,2020-07-15 17:14:41.615238
112 Simei Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-112-simei-street-1-22020786,"549,000",3 ,2 ,1313,3w,1987,2020-07-15 17:14:41.615238
21 Teban Gardens Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-21-teban-gardens-road-22011204,"480,000",3 ,2 ,990,3w,2012,2020-07-15 17:14:41.615238
155 Simei Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-155-simei-road-21979559,"560,000",3 ,2 ,1313,3w,1988,2020-07-15 17:14:41.615238
64 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-64-new-upper-changi-road-22293030,"397,000",3 ,2 ,990,3w,1977,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22687003,"1,180,000",3 ,2 ,1313,3w,2015,2020-07-15 17:14:41.615238
230 Jurong East Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-230-jurong-east-street-21-21741156,"500,000",3 ,2 ,1291,3w,1981,2020-07-15 17:14:41.615238
5 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-5-marine-terrace-21083044,"360,000",2 ,2 ,699,3w,1974,2020-07-15 17:14:41.615238
18 Dover Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-18-dover-crescent-21759759,"600,000",3 ,2 ,990,3w,2002,2020-07-15 17:14:41.615238
910 Tampines Street 91,https://www.propertyguru.com.sg/listing/hdb-for-sale-910-tampines-street-91-22092597,"458,000",3 ,2 ,1141,3w,1984,2020-07-15 17:14:41.615238
1 Pine Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-1-pine-close-21851565,"620,000",3 ,2 ,1022,3w,1998,2020-07-15 17:14:41.615238
63B Lengkok Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-63b-lengkok-bahru-21990087,"700,000",3 ,2 ,1087,3w,2000,2020-07-15 17:14:41.615238
82 Commonwealth Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-82-commonwealth-close-22206447,"280,000",2 ,1 ,646,3w,1964,2020-07-15 17:14:41.615238
56 Havelock Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-56-havelock-road-22370625,"930,000",3 ,2 ,1227,3w,2011,2020-07-15 17:14:41.615238
145 Potong Pasir Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-145-potong-pasir-avenue-2-22230035,"399,999",2 ,2 ,797,3w,1984,2020-07-15 17:14:41.615238
348B Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-348b-yishun-avenue-11-22443742,"798,000",4 ,2 ,1206,3w,2013,2020-07-15 17:14:41.615238
639 Pasir Ris Drive 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-639-pasir-ris-drive-1-22406647,"520,000",3 ,2 ,1313,3w,1993,2020-07-15 17:14:41.615238
553 Hougang Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-553-hougang-street-51-22891498,"390,000",3 ,2 ,1119,3w,1989,2020-07-15 17:14:41.615238
376C Hougang Street 32,https://www.propertyguru.com.sg/listing/hdb-for-sale-376c-hougang-street-32-22314060,"560,000",3 ,2 ,900,3w,2015,2020-07-15 17:14:41.615238
219 Ang Mo Kio Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-219-ang-mo-kio-avenue-1-22265979,"280,000",2 ,2 ,721,3w,1976,2020-07-15 17:14:41.615238
239 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-239-pasir-ris-street-21-22217122,"530,000",4 ,2 ,1582,3w,1992,2020-07-15 17:14:41.615238
808A Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-808a-chai-chee-road-22267527,"499,001",2 ,2 ,721,3w,2015,2020-07-15 17:14:41.615238
40 Beo Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-40-beo-crescent-22436969,"338,000",2 ,1 ,635,3w,1971,2020-07-15 17:14:41.615238
65 Kallang Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-65-kallang-bahru-22609696,"290,000",2 ,2 ,700,3w,1973,2020-07-15 17:14:41.615238
475A Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475a-upper-serangoon-crescent-22368466,"490,000",2 ,2 ,721,3w,2014,2020-07-15 17:14:41.615238
257A Compassvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-257a-compassvale-road-22891287,"460,000",3 ,2 ,1184,3w,1999,2020-07-15 17:14:41.615238
126 Bedok North Street 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-bedok-north-street-2-22483436,"320,000",2 ,2 ,721,3w,1977,2020-07-15 17:14:41.615238
195 Kim Keat Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-195-kim-keat-avenue-22467894,"250,000",2 ,1 ,762,3w,1973,2020-07-15 17:14:41.615238
768 Choa Chu Kang Street 54,https://www.propertyguru.com.sg/listing/hdb-for-sale-768-choa-chu-kang-street-54-22178871,"588,000",3 ,3 ,1550,3w,1995,2020-07-15 17:14:41.615238
447 Bright Hill Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-447-bright-hill-drive-21512741,"698,000",3 ,2 ,1292,3w,1989,2020-07-15 17:14:41.615238
520C Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520c-tampines-central-8-22219027,"640,000",3 ,2 ,904,3w,2014,2020-07-15 17:14:41.615238
428 Woodlands Street 41,https://www.propertyguru.com.sg/listing/hdb-for-sale-428-woodlands-street-41-22891093,"380,000",3 ,2 ,1119,3w,1985,2020-07-15 17:14:41.615238
129 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-129-ang-mo-kio-avenue-3-22893063,"320,000",3 ,2 ,947,3w,1978,2020-07-15 17:14:41.615238
274B Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-274b-punggol-place-22827375,"558,000",3 ,2 ,1011,3w,2011,2020-07-15 17:14:41.615238
710 Pasir Ris Street 72,https://www.propertyguru.com.sg/listing/hdb-for-sale-710-pasir-ris-street-72-22003264,"610,000",3 ,2 ,1572,3w,1994,2020-07-15 17:14:41.615238
944 Tampines Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-944-tampines-avenue-5-21797182,"768,000",4 ,3 ,1528,3w,1988,2020-07-15 17:14:41.615238
230 Compassvale Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-230-compassvale-walk-22156460,"401,000",3 ,2 ,1087,3w,1998,2020-07-15 17:14:41.615238
268D Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-268d-punggol-field-22891929,"800,000",3 ,2 ,1206,3w,2011,2020-07-15 17:14:41.615238
549B Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-549b-segar-road-22697596,"558,000",3 ,2 ,1216,3w,2014,2020-07-15 17:14:41.615238
477C Upper Serangoon View,https://www.propertyguru.com.sg/listing/hdb-for-sale-477c-upper-serangoon-view-22799397,"565,000",3 ,2 ,990,3w,2015,2020-07-15 17:14:41.615238
299C Compassvale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-299c-compassvale-street-22473286,"630,000",4 ,2 ,1453,3w,1999,2020-07-15 17:14:41.615238
476 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-476-ang-mo-kio-avenue-10-22890865,"300,000",2 ,2 ,882,3w,1979,2020-07-15 17:14:41.615238
212 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-212-ang-mo-kio-avenue-3-22728794,"315,000",2 ,2 ,872,3w,1976,2020-07-15 17:14:41.615238
37 Marsiling Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-37-marsiling-drive-22223337,"355,000",3 ,2 ,1238,3w,1976,2020-07-15 17:14:41.615238
111 Clementi Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-111-clementi-street-13-22196532,"780,000",3 ,3 ,1582,3w,1983,2020-07-15 17:14:41.615238
171 Ang Mo Kio Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-171-ang-mo-kio-avenue-4-21325068,"698,000",3 ,2 ,1366,3w,1981,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22266376,"638,888",2 ,2 ,646,3w,2015,2020-07-15 17:14:41.615238
147 Tampines Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-147-tampines-avenue-5-22462599,"777,000",3 ,2 ,1528,3w,1984,2020-07-15 17:14:41.615238
724 Yishun Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-724-yishun-street-71-21879936,"618,000",3 ,2 ,1524,3w,1985,2020-07-15 17:14:41.615238
461 Choa Chu Kang Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-461-choa-chu-kang-avenue-4-22229558,"500,000",4 ,2 ,1528,3w,1998,2020-07-15 17:14:41.615238
34 Bedok South Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-34-bedok-south-avenue-2-21726153,"340,000",3 ,1 ,969,3w,1977,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22890533,"1,080,000",3 ,2 ,1065,3w,2015,2020-07-15 17:14:41.615238
60 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-60-new-upper-changi-road-22215352,"550,000",3 ,2 ,1292,3w,1977,2020-07-15 17:14:41.615238
216 Serangoon Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-216-serangoon-avenue-4-22484718,"550,000",3 ,2 ,1300,3w,1984,2020-07-15 17:14:41.615238
585 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-585-ang-mo-kio-avenue-3-22299680,"300,000",2 ,2 ,721,3w,1978,2020-07-15 17:14:41.615238
331 Ang Mo Kio Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-ang-mo-kio-avenue-1-21931722,"345,000",2 ,2 ,882,3w,1979,2020-07-15 17:14:41.615238
3 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-3-marine-terrace-22787272,"900,000",4 ,2 ,1291,3w,1974,2020-07-15 17:14:41.615238
425 Bedok North Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-425-bedok-north-road-22780133,"300,000",2 ,2 ,721,3w,1978,2020-07-15 17:14:41.615238
523 Bedok North Street 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-523-bedok-north-street-3-22317525,"348,000",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
539 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-539-ang-mo-kio-avenue-10-21595243,"515,000",3 ,2 ,1270,3w,1979,2020-07-15 17:14:41.615238
476 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-476-ang-mo-kio-avenue-10-22890203,"300,000",2 ,2 ,882,3w,1979,2020-07-15 17:14:41.615238
257A Compassvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-257a-compassvale-road-22890155,"460,000",3 ,2 ,1184,3w,1999,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22889705,"780,000",3 ,2 ,883,3w,2015,2020-07-15 17:14:41.615238
122 Bukit Batok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-122-bukit-batok-central-22691851,"670,000",3 ,2 ,1528,3w,1984,2020-07-15 17:14:41.615238
348B Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-348b-yishun-avenue-11-22789872,"798,000",4 ,2 ,1206,3w,2013,2020-07-15 17:14:41.615238
306A Anchorvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-306a-anchorvale-link-22783181,"438,000",3 ,2 ,1184,3w,2000,2020-07-15 17:14:41.615238
348B Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-348b-yishun-avenue-11-22438330,"798,000",3 ,2 ,1206,3w,2013,2020-07-15 17:14:41.615238
336A Anchorvale Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-336a-anchorvale-crescent-22871365,"370,000",2 ,2 ,721,3w,2014,2020-07-15 17:14:41.615238
47 Marine Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-47-marine-crescent-21602951,"310,000",2 ,1 ,700,3w,1974,2020-07-15 17:14:41.615238
530C Pasir Ris Drive 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-530c-pasir-ris-drive-1-22473587,"680,000",3 ,2 ,925,3w,2015,2020-07-15 17:14:41.615238
276 Bangkit Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-276-bangkit-road-22329707,"490,000",3 ,2 ,1313,3w,1988,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22880628,"780,000",3 ,2 ,883,3w,2015,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22880652,"780,000",3 ,2 ,883,3w,2015,2020-07-15 17:14:41.615238
43 Circuit Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-43-circuit-road-21969226,"235,000",2 ,1 ,560,3w,1964,2020-07-15 17:14:41.615238
2 Tanjong Pagar Plaza,https://www.propertyguru.com.sg/listing/hdb-for-sale-2-tanjong-pagar-plaza-22404933,"460,000",3 ,1 ,59,3w,1976,2020-07-15 17:14:41.615238
14 Telok Blangah Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-14-telok-blangah-crescent-22252362,"730,000",3 ,2 ,1292,3w,1998,2020-07-15 17:14:41.615238
506 Bedok North Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-506-bedok-north-avenue-3-22261239,"550,000",3 ,2 ,1281,3w,1977,2020-07-15 17:14:41.615238
184 5RM @ Jelebu,https://www.propertyguru.com.sg/listing/hdb-for-sale-184-5rm-jelebu-21974559,"615,000",3 ,2 ,1206,3w,NaN,2020-07-15 17:14:41.615238
107 Ang Mo Kio Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-107-ang-mo-kio-avenue-4-21787877,"408,000",3 ,2 ,947,3w,1977,2020-07-15 17:14:41.615238
3 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-3-marine-terrace-22852622,"900,000",4 ,2 ,1291,3w,1974,2020-07-15 17:14:41.615238
79B Toa Payoh Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-79b-toa-payoh-central-22852620,"788,000",3 ,2 ,968,3w,2007,2020-07-15 17:14:41.615238
208 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-208-pasir-ris-street-21-18717274,"599,000",4 ,2 ,1593,3w,1993,2020-07-15 17:14:41.615238
273B Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-273b-punggol-place-22893502,"550,000",3 ,2 ,1011,3w,2011,2020-07-15 17:14:41.615238
346 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-346-ang-mo-kio-avenue-3-21678137,"490,000",3 ,2 ,1055,3w,1977,2020-07-15 17:14:41.615238
622 Yishun Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-622-yishun-ring-road-22889197,"425,000",3 ,2 ,1131,3w,1986,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22889176,"1,080,000",3 ,2 ,1065,3w,2015,2020-07-15 17:14:41.615238
351B Canberra Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-351b-canberra-road-22548796,"415,000",3 ,2 ,1184,3w,2000,2020-07-15 17:14:41.615238
656A Jurong West Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-656a-jurong-west-street-61-22191993,"560,000",4 ,2 ,1421,3w,2000,2020-07-15 17:14:41.615238
276 Toh Guan Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-276-toh-guan-road-22069495,"649,000",3 ,2 ,1302,3w,1997,2020-07-15 17:14:41.615238
201 Bedok North Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-201-bedok-north-street-1-22276107,"340,888",3 ,2 ,785,3w,1978,2020-07-15 17:14:41.615238
414A Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-414a-fernvale-link-22315994,"460,000",3 ,2 ,1001,3w,2014,2020-07-15 17:14:41.615238
Wow! stone throw to hougang mrt and central,https://www.propertyguru.com.sg/listing/hdb-for-sale-wow-stone-throw-to-hougang-mrt-and-central-22410661,"510,000",3 ,2 ,1119,3w,NaN,2020-07-15 17:14:41.615238
105C Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-105c-edgefield-plains-22874025,"458,000",3 ,2 ,1184,3w,2001,2020-07-15 17:14:41.615238
163 Lorong 1 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-163-lorong-1-toa-payoh-22263457,"380,000",2 ,1 ,700,3w,1972,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22625493,"888,888",3 ,2 ,936,3w,2015,2020-07-15 17:14:41.615238
845 Tampines Street 83,https://www.propertyguru.com.sg/listing/hdb-for-sale-845-tampines-street-83-22377731,"360,000",2 ,2 ,796,3w,1985,2020-07-15 17:14:41.615238
220 Jurong East Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-220-jurong-east-street-21-22467927,"500,000",3 ,2 ,1270,3w,1984,2020-07-15 17:14:41.615238
308A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308a-punggol-walk-22396784,"498,000",2 ,2 ,721,3w,2015,2020-07-15 17:14:41.615238
118 Ang Mo Kio Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-118-ang-mo-kio-avenue-4-22153174,"370,000",2 ,2 ,83,3w,1977,2020-07-15 17:14:41.615238
22 Balam Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-22-balam-road-22230678,"258,000",2 ,1 ,646,3w,1965,2020-07-15 17:14:41.615238
136 Bishan Street 12,https://www.propertyguru.com.sg/listing/hdb-for-sale-136-bishan-street-12-20659269,"688,000",4 ,2 ,1280,3w,1986,2020-07-15 17:14:41.615238
239 Hougang Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-239-hougang-street-22-22891876,"750,000",3 ,2 ,1463,3w,1984,2020-07-15 17:14:41.615238
522A Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-522a-tampines-central-7-22521811,"420,000",2 ,2 ,721,3w,2014,2020-07-15 17:14:41.615238
112A Depot Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-112a-depot-road-22888581,"720,000",4 ,2 ,1237,3w,2003,2020-07-15 17:14:41.615238
199 Boon Lay Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-199-boon-lay-drive-22228674,"388,888",3 ,2 ,1250,3w,1976,2020-07-15 17:14:41.615238
780B Woodlands Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-780b-woodlands-crescent-22353234,"249,000",1 ,1 ,475,3w,2013,2020-07-15 17:14:41.615238
19 Hougang Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-19-hougang-avenue-3-22263724,"300,000",3 ,2 ,790,3w,1977,2020-07-15 17:14:41.615238
469B Sengkang West Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-469b-sengkang-west-way-22888542,"460,000",3 ,2 ,1001,3w,2016,2020-07-15 17:14:41.615238
8 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-8-marine-terrace-21011899,"390,000",2 ,2 ,700,3w,1974,2020-07-15 17:14:41.615238
64 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-64-new-upper-changi-road-22025415,"410,000",3 ,2 ,990,3w,1977,2020-07-15 17:14:41.615238
47 Lorong 6 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-47-lorong-6-toa-payoh-22414186,"260,000",2 ,1 ,624,3w,1968,2020-07-15 17:14:41.615238
131 Pasir Ris Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-131-pasir-ris-street-11-21842854,"590,000",4 ,2 ,1582,3w,1993,2020-07-15 17:14:41.615238
